id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2tn9zXqIZJbgL1swqwOktz,0.622,0.884,1.0,-6.715,1.0,0.0467,0.0403,0.371,0.282,0.561,109.722,4.0
5qTvkDrSfvwDv6RBjjcfQr,0.735,0.824,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,100.202,4.0
6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1.0,-5.791,0.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4.0
1SKApv6ZfJ9bkUxeRObJEF,0.675,0.873,5.0,-7.697,1.0,0.0441,0.0998,1.48e-05,0.0541,0.817,91.77,4.0
32yIEFS62uS5ryhr2Xlooj,0.849,0.599,6.0,-8.164,1.0,0.227,0.00301,0.000249,0.0763,0.761,126.003,4.0
5tf1VVWniHgryyumXyJM7w,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,4.0
4r8lRYnoOGdEi6YyI5OC1o,0.614,0.928,8.0,-4.806,0.0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4.0
1gMZCGs6bxhyPeHAEiNc3i,0.579,0.972,9.0,-5.885,0.0,0.095,0.0119,0.000265,0.403,0.159,130.086,4.0
46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,11.0,-9.875,1.0,0.089,0.126,0.0461,0.183,0.947,118.881,4.0
0R7YVi7w41Dr9jU5vblAok,0.813,0.732,7.0,-5.636,1.0,0.03,0.0597,0.00137,0.0826,0.731,130.02,4.0
3LmpQiFNgFCnvAnhhvKUyI,0.675,0.899,10.0,-6.124,0.0,0.0418,0.0696,0.000139,0.33,0.91,103.683,4.0
5WQ1hIc5d2EVbRQ8qsj8Uh,0.719,0.967,0.0,-2.435,1.0,0.0552,0.0588,0.000249,0.206,0.964,79.505,4.0
2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1.0,-5.797,1.0,0.0583,0.0921,0.0,0.694,0.724,124.022,4.0
7EH2enDP1q3upRqctbOz3n,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0
3f7gYMirBEKuc57218BjOY,0.788,0.753,0.0,-3.71,1.0,0.0536,0.0038,0.0,0.18,0.403,125.005,4.0
6lc1Rq31ILjpydczoURQPb,0.726,0.931,11.0,-4.152,0.0,0.0468,0.0218,0.000283,0.143,0.797,126.976,4.0
4rmPQGwcLQjCoFq5NrTA0D,0.853,0.681,0.0,-5.003,1.0,0.0888,0.00966,5.71e-05,0.0233,0.93,114.989,4.0
2gIwPaocbvc5eHqnACgV3Z,0.622,0.942,7.0,-6.365,1.0,0.112,0.00713,0.0,0.0715,0.773,130.003,4.0
6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4.0
2V1YCJiYHpv7MfsU5fvvYf,0.76,0.696,0.0,-5.811,1.0,0.0491,0.0195,0.0,0.278,0.903,127.029,4.0
0BBOLOV5JntPL3341swIre,0.677,0.682,9.0,-6.879,1.0,0.0361,0.0405,0.0,0.0351,0.875,106.279,4.0
5TgD3Wh5ZUZnUU4tmVvJbx,0.705,0.898,5.0,-6.371,0.0,0.0702,0.207,0.00118,0.702,0.657,136.282,4.0
1AjQE5MtP5jHQMyDepbvLI,0.811,0.657,6.0,-6.197,1.0,0.362,0.0391,0.712,0.0798,0.777,199.958,4.0
5luOvrlnzfvJQdQjrScVj4,0.633,0.952,9.0,-4.274,0.0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,4.0
0XvjOhwCnXXFOSlBbV9jPN,0.769,0.922,1.0,-1.966,1.0,0.108,0.000939,0.197,0.233,0.506,127.965,4.0
6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0.0,-5.715,1.0,0.0751,0.0123,0.0,0.191,0.702,113.03,4.0
0TVV2gFROJaB3kIZyCUvIY,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4.0
2EBCVPNAG46nbgs6jXPGvv,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,4.0
4q8PHoRsPUB52LFylX8Ulz,0.645,0.741,5.0,-4.989,0.0,0.0339,0.0323,0.0,0.29,0.534,123.07,4.0
1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,4.0
5ojjL1ypuOtqqOpb4QiM1M,0.644,0.887,11.0,-6.449,0.0,0.0372,0.0171,0.000602,0.0706,0.886,113.535,4.0
2He3NOyqtLNE3RQPpeDdSb,0.694,0.881,1.0,-4.053,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,4.0
4x3XzqDLZbRF7Ap6MIaJ9a,0.693,0.924,0.0,-3.711,1.0,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,4.0
5fRvePkRGdpn2nKacG7I6d,0.832,0.838,1.0,-5.414,0.0,0.0421,0.0791,0.0,0.152,0.965,100.021,4.0
31yDEdRLNFnVbEJgz4139u,0.716,0.802,2.0,-6.934,1.0,0.099,0.00486,0.0,0.252,0.636,95.48,4.0
3s3DWOPtKQSgJVDRKu85Tt,0.715,0.812,1.0,-5.758,1.0,0.062,0.175,0.000134,0.044,0.554,128.04,4.0
3X7abqSXC4xrxuC1ykpWcY,0.522,0.882,0.0,-3.216,1.0,0.0359,0.0599,0.00021,0.33,0.815,122.541,4.0
4V9BTST4BSkvOL4xIQNHuS,0.634,0.901,4.0,-6.508,1.0,0.0333,0.0061,9.01e-06,0.0419,0.687,122.851,4.0
02itaCXOdC54J0ISjqqFAp,0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,4.0
6xepovPqjvrkEw9Y5AMmTm,0.756,0.8,5.0,-5.158,1.0,0.0329,0.211,0.000724,0.0466,0.967,118.924,4.0
2oTDOIAdsxPTE7yAp4YOcv,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4.0
5xYC48nOppVemY6U5GRGTb,0.546,0.916,8.0,-3.932,1.0,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4.0
2kWB9IV8EHDOU9EjgxWFrF,0.526,0.978,11.0,-6.798,0.0,0.0471,0.142,0.987,0.11,0.62,136.079,4.0
2Uy6EhQXAYkXA6MohPgjpV,0.648,0.671,2.0,-8.49,1.0,0.104,0.0348,0.0,0.376,0.533,122.891,4.0
2nx86MrPkXWQctveAEFJBf,0.797,0.752,6.0,-7.343,0.0,0.128,0.0135,0.00496,0.264,0.801,131.932,4.0
16Cs9KsHzgunxaEfGrXysG,0.723,0.87,8.0,-3.013,0.0,0.0435,0.035,0.0,0.656,0.678,129.952,4.0
4YUlGNZfYA6EUE5KDsGqpC,0.639,0.923,7.0,-5.708,1.0,0.032,0.0674,0.0,0.0879,0.761,97.874,4.0
4DX82Vc8qAH4jJPvKxvwg6,0.747,0.904,9.0,-2.623,1.0,0.0803,0.046,0.106,0.203,0.846,118.877,4.0
0KxTWgl64TNOQXiGFJYc6t,0.782,0.873,2.0,-7.157,1.0,0.0475,0.141,0.0571,0.112,0.858,123.181,4.0
4zDEdXByxydMukv3aSugLu,0.915,0.591,0.0,-8.865,1.0,0.0597,0.000468,0.833,0.0938,0.315,122.664,4.0
4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,4.0
02jcEwywffn3Tsb48fXmlW,0.802,0.903,11.0,-3.267,0.0,0.046,0.0011,0.0,0.173,0.96,128.93,4.0
4flXUmmCKe1GAAvIoptHq7,0.706,0.842,0.0,-4.628,0.0,0.038,0.0476,0.0,0.134,0.818,104.958,4.0
54fyVsVauzPwruLvGnBe3i,0.66,0.969,3.0,-3.63,1.0,0.0346,0.011,0.00225,0.116,0.48,127.989,4.0
5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8.0,-2.652,0.0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4.0
27nwEgQCOV0qivrYAnk45P,0.732,0.784,10.0,-8.134,0.0,0.048,0.0562,0.0,0.0471,0.967,124.986,5.0
7ElF5zxOwYP4qVSWVvse3W,0.607,0.934,3.0,-4.217,1.0,0.0314,0.0327,0.0,0.0909,0.568,122.01,4.0
6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966,4.0
4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,4.0
0weAUscowxeqDtpCgtbpgp,0.881,0.874,6.0,-4.505,1.0,0.139,0.0175,1.14e-06,0.154,0.858,107.891,4.0
3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1.0,-11.795,1.0,0.0524,0.145,0.0483,0.0767,0.906,121.632,4.0
1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11.0,-13.222,0.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4.0
48JrHJdke53Te8dQ9aWzvV,0.666,0.992,7.0,-6.701,1.0,0.25,0.0111,0.00437,0.22,0.0806,152.589,4.0
6HdM7gzXVgcpepv276raog,0.655,0.933,7.0,-7.703,1.0,0.0536,0.00332,0.0365,0.0983,0.472,128.701,4.0
45lTNyyHpgwGhVnaphmSXw,0.771,0.786,8.0,-6.299,1.0,0.0904,0.0784,0.0,0.122,0.872,113.281,4.0
2PdN06NlBZGBoUAC24HyrD,0.667,0.669,8.0,-6.264,1.0,0.0326,0.441,0.00229,0.215,0.947,98.266,4.0
3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,4.0
0nQLxiNGbbUoSGrxksETLm,0.74,0.88,0.0,-7.693,1.0,0.0624,0.0434,0.00803,0.341,0.707,108.899,4.0
5CeL9C3bsoe4yzYS1Qz8cw,0.693,0.875,7.0,-8.354,0.0,0.0315,0.00986,0.0,0.0601,0.899,120.048,4.0
3kEQyPfmFknzr0pRBWxWxu,0.638,0.535,9.0,-7.792,0.0,0.0415,0.623,0.0391,0.0837,0.504,84.947,4.0
2afN39FUWdwvv2amGmHZZv,0.655,0.681,5.0,-9.096,1.0,0.0421,0.00296,0.794,0.0456,0.494,105.005,4.0
4g3Ax56IslQkI6XVfYKVc5,0.64,0.755,1.0,-4.077,0.0,0.0287,0.0138,0.0208,0.12,0.744,116.883,4.0
7lsFHOFeMyWiqaKrESLudT,0.764,0.759,1.0,-5.443,0.0,0.0413,0.00903,0.0,0.0746,0.937,128.999,4.0
1ZcxNiJtXf4pHMcNjwn3Rc,0.802,0.826,8.0,-6.293,1.0,0.0358,0.0823,0.0235,0.0687,0.944,141.964,4.0
20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4.0,-8.821,0.0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4.0
1RSy7B2vfPi84N80QJ6frX,0.793,0.703,0.0,-9.548,1.0,0.0581,0.000726,0.88,0.075,0.856,130.27,4.0
5n0zgoPE7NJq1E8mbQd4Q6,0.596,0.899,11.0,-3.967,1.0,0.0504,0.232,3.98e-06,0.212,0.939,146.448,4.0
2aC8wwfrM0YeTAzzk8hxqC,0.565,0.902,7.0,-7.579,0.0,0.0725,0.0132,0.0,0.0561,0.544,133.11,4.0
6U5hUX40OWY6l0HaPUWElZ,0.591,0.939,10.0,-4.911,0.0,0.0533,0.000156,0.0111,0.0882,0.856,150.249,4.0
65hYDDFvFzyS3AIJ3qIKPx,0.349,0.87,11.0,-4.746,0.0,0.183,0.0346,0.0,0.129,0.417,169.649,4.0
1qfYG2JrchEyJiqKnkE7YQ,0.55,0.753,6.0,-4.003,0.0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4.0
5pP3sLkAVZ03hyJ6SbsprC,0.515,0.884,9.0,-7.297,1.0,0.043,0.0331,0.0904,0.312,0.703,173.012,4.0
336ZYcU6poBWi3s8yzRcAD,0.599,0.533,9.0,-14.032,0.0,0.0472,0.475,0.00153,0.235,0.607,122.262,4.0
71D4LseR0RADPbyvMeTIHR,0.368,0.935,4.0,-3.204,1.0,0.0587,0.0111,0.00201,0.0948,0.558,164.425,4.0
2SbYvsLaJw7aDL2JLi7MDw,0.571,0.975,6.0,-4.097,1.0,0.0515,0.23,0.8,0.397,0.966,158.175,4.0
4KpJdhMSwHOxaiMvsK5o0U,0.577,0.875,5.0,-7.601,1.0,0.0725,0.00093,0.0511,0.123,0.601,120.857,4.0
0KNVDEeZWXZPIYKqJeRRpX,0.352,0.866,2.0,-3.274,1.0,0.0392,3.03e-05,2.92e-05,0.295,0.544,165.209,4.0
6Unf6X6PC7KZtrRXH3dFHg,0.646,0.977,9.0,1.585,0.0,0.167,0.0102,0.769,0.201,0.606,123.016,4.0
7kcyCnpHm1BZGB9Wc7MCZH,0.463,0.836,2.0,-2.776,0.0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,4.0
5LlsD7LdSMkGV4Iu0a2Zq0,0.436,0.85,2.0,-4.86,1.0,0.0617,0.000861,0.74,0.128,0.537,152.644,4.0
2fAIfPLrPUTW1AmJRR428Q,0.451,0.939,5.0,-2.82,0.0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,4.0
32Fics0bWzpbkhnGDSDo0C,0.56,0.935,1.0,-3.299,0.0,0.0473,0.000437,4.21e-05,0.0757,0.81,121.978,4.0
13bEwk7dTy0RdOAY3ZNNBD,0.606,0.532,1.0,-4.173,0.0,0.0248,0.0956,1.27e-05,0.276,0.695,95.315,4.0
73mlvsfJM2qwlDUJxeaatI,0.92,0.914,7.0,-4.555,1.0,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,4.0
6CInKVeUjxZYpTLd177d0S,0.67,0.716,8.0,-8.097,1.0,0.0656,0.000318,0.477,0.107,0.777,91.136,4.0
5NtoPBmhY7WGdpsHmpy9Xh,0.659,0.591,1.0,-6.713,1.0,0.0313,0.441,0.000861,0.0862,0.707,121.14,4.0
7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0
0Ln5tJyLX5qusquBOtq7wf,0.525,0.742,10.0,-5.643,1.0,0.0311,0.0874,0.149,0.117,0.179,117.029,4.0
2aVwz8rBJVdlYXWN9sH7JA,0.729,0.761,1.0,-4.277,1.0,0.0354,0.000333,0.368,0.308,0.763,130.007,4.0
4dVYM5ds4vC3HNzcBpExUD,0.441,0.684,9.0,-7.495,0.0,0.031,0.374,0.000848,0.108,0.971,199.001,4.0
0pAisVoZ7Gybjvm0q7AoVu,0.581,0.959,10.0,-3.955,0.0,0.0498,0.0421,0.93,0.242,0.731,124.969,4.0
48VsT5UCEE458bRZZiZN5w,0.569,0.948,5.0,-7.536,1.0,0.0512,0.0328,0.925,0.0928,0.876,192.043,1.0
1mvyqSb1tOvtVP1qfWEyPa,0.607,0.835,0.0,-5.427,1.0,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,4.0
76rCrPvrlLO4CyqAeaLu4o,0.697,0.919,7.0,-6.174,1.0,0.029,0.00694,0.0621,0.203,0.943,118.341,4.0
1jJci4qxiYcOHhQR247rEU,0.451,0.931,9.0,-3.871,1.0,0.0719,0.00076,0.0049,0.361,0.172,122.961,4.0
3clIHVzJ9J2rvvrFUKLICo,0.339,0.976,9.0,-4.782,1.0,0.0909,0.00649,0.00672,0.123,0.672,144.723,4.0
7uvt4gVvogBjiIK8m0wpIm,0.663,0.978,10.0,-4.502,1.0,0.0823,0.192,0.0698,0.0835,0.699,120.035,4.0
2mlGPkAx4kwF8Df0GlScsC,0.705,0.373,7.0,-9.066,1.0,0.0384,0.723,0.81,0.289,0.551,120.046,4.0
23UR03W03HWH1HFcF4rz9Z,0.472,0.64,1.0,-14.452,1.0,0.0644,0.0205,0.116,0.0732,0.406,162.75,4.0
48fzEB7xFqazOdgEWF5ZA6,0.571,0.778,3.0,-8.252,1.0,0.0651,0.0525,0.0,0.0868,0.703,136.021,4.0
5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1.0,-4.878,1.0,0.102,0.216,0.0,0.0608,0.479,124.111,4.0
1KixkQVDUHggZMU9dUobgm,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,4.0
0MWiSBKm8Avs8iDIxcertp,0.638,0.878,5.0,-3.639,0.0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4.0
5WokFKscrfGEGGLPTu3jgO,0.702,0.744,6.0,-4.063,0.0,0.0861,0.469,0.0,0.0915,0.305,77.486,4.0
0ZXdzaT1k688dkpNeEgQiV,0.499,0.898,8.0,-4.181,0.0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,4.0
7jqXDgGWkV4w2ctdb2g59o,0.794,0.706,5.0,-6.066,0.0,0.0382,0.198,0.0,0.0536,0.908,116.032,4.0
76nqCfJOcFFWBJN32PAksn,0.638,0.688,1.0,-4.056,0.0,0.0407,0.00775,0.0,0.126,0.434,129.856,4.0
0DmAvNCAK08oCi7miSZUIY,0.676,0.786,1.0,-4.529,1.0,0.0478,0.197,0.0,0.0943,0.483,125.983,4.0
5JqZ3oqF00jkT81foAFvqg,0.781,0.67,3.0,-3.912,0.0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4.0
2E7R8kXD7qZpvfW25F7gUW,0.806,0.638,8.0,-5.698,1.0,0.0424,0.149,1.37e-05,0.119,0.858,104.976,4.0
1z1XegUChLLQfcbtIK8ABn,0.686,0.83,8.0,-4.437,1.0,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,4.0
24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,4.0
6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0.0,-7.179,1.0,0.0412,0.0289,0.0,0.254,0.866,93.059,4.0
55TGUs6WtyrnI1kohaucaS,0.768,0.758,0.0,-4.419,1.0,0.167,0.296,0.0,0.591,0.546,109.99,4.0
2wenGTypSYHXl1sN1pNC7X,0.732,0.85,1.0,-5.999,1.0,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,4.0
6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,4.0
4UuGBDjt8gLXsANZqZxMBz,0.733,0.786,11.0,-7.494,1.0,0.0422,0.0931,0.0013,0.1,0.786,102.999,4.0
4xMbBESczlHPUO8QeYi56p,0.695,0.781,7.0,-5.578,0.0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4.0
1VpKOZ6nnap41hh5CbY8gJ,0.884,0.665,11.0,-7.929,1.0,0.0646,0.38,9.36e-06,0.111,0.472,110.016,4.0
63eV5hreY9feQP2CmYavpj,0.615,0.701,0.0,-4.257,1.0,0.0472,0.00302,0.0,0.0471,0.251,98.073,4.0
1gX4wETtMGvOB7u1proVfj,0.582,0.889,0.0,-4.386,1.0,0.0491,0.021,0.0,0.687,0.438,121.977,4.0
2UCu2FoXFZpCT36lYzej4O,0.705,0.864,0.0,-5.13,0.0,0.0344,0.276,0.00037,0.0872,0.626,120.012,4.0
7xbWAw3LMgRMn4omR5yVn3,0.58,0.586,1.0,-6.883,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988,4.0
3n1HsYVwX6qMvihf5uZDKs,0.682,0.694,2.0,-5.866,0.0,0.0391,0.232,1.5e-05,0.0736,0.237,101.983,4.0
4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,4.0
0EdgK7ASb4kfRkW8pVMN02,0.503,0.754,7.0,-3.634,1.0,0.0424,0.264,5.85e-05,0.297,0.597,116.524,4.0
3qcse1HvDQ1vGQo6Egtkom,0.786,0.732,7.0,-6.664,1.0,0.0421,0.0547,2.47e-06,0.342,0.631,123.982,4.0
5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,4.0
49dFIRQCQxPWgoH0m38XQ5,0.696,0.686,5.0,-6.113,0.0,0.0309,0.262,0.0,0.174,0.7,115.982,4.0
1kSfwOauMxFm9cgYiNfsiL,0.696,0.914,8.0,-2.907,0.0,0.0536,0.0166,0.0,0.183,0.85,108.032,4.0
15hhlasuVIxEZ3O0PxlRkT,0.566,0.768,2.0,-4.458,0.0,0.0312,0.0127,0.0,0.115,0.638,100.005,4.0
6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2.0,-4.198,1.0,0.0602,0.524,0.0,0.147,0.864,123.911,4.0
4raMIjIjMc8JohHth7l9lG,0.79,0.746,9.0,-5.96,1.0,0.0502,0.241,0.0,0.316,0.538,124.971,4.0
6cx06DFPPHchuUAcTxznu9,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4.0
24OeEKPQ8qqNZnPevRHxUT,0.815,0.816,5.0,-4.393,0.0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,4.0
4uqh9bualXNHXXwO2wPorc,0.639,0.546,1.0,-5.382,1.0,0.0407,0.0837,0.0,0.122,0.149,122.179,4.0
5MyIR4vCwqxnB0biyFqcdw,0.654,0.698,1.0,-4.693,0.0,0.185,0.254,0.0,0.0614,0.602,96.017,4.0
2pPO9YecZimmuVQfIzfV6U,0.734,0.855,6.0,-4.578,0.0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,4.0
4Lt6GXGzYsa1tgkv3nGSTm,0.738,0.85,8.0,-3.049,1.0,0.0642,0.105,0.0,0.23,0.865,98.013,4.0
6FuGJB290AQMAHTfjOYVaK,0.721,0.745,7.0,-3.508,0.0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,4.0
4RG63cZOJT5njECPKYMhUU,0.702,0.808,11.0,-6.906,0.0,0.0404,0.0334,0.000663,0.138,0.312,116.903,4.0
2k0e6dy1tx7fE6m126Ydfw,0.791,0.733,9.0,-3.852,1.0,0.35,0.0305,0.000169,0.0423,0.913,159.974,4.0
7mtxlSJQej3cCBXySgEjlY,0.799,0.847,11.0,-3.022,0.0,0.0541,0.0597,0.0,0.044,0.67,99.991,4.0
6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8.0,-4.403,1.0,0.0478,0.018,0.00747,0.0374,0.796,123.97,4.0
4evmHXcjt3bTUHD1cvny97,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,4.0
3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2.0,-7.548,1.0,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4.0
3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,4.0
05CwHjIk71RXVU40boRMnR,0.591,0.702,7.0,-5.59,1.0,0.0289,0.225,0.0,0.414,0.501,104.003,4.0
4MmMxyew8yq1OEyJOMaX6M,0.608,0.547,11.0,-8.151,1.0,0.0368,0.131,0.0,0.0974,0.108,99.947,4.0
4PkIDTPGedm0enzdvilLNd,0.669,0.801,8.0,-5.445,1.0,0.136,0.268,0.0,0.0594,0.541,109.919,4.0
3XoflnowYPFRPOh3uFvHcm,0.723,0.646,5.0,-7.973,0.0,0.102,0.0206,0.352,0.0994,0.443,110.971,4.0
0cqRj7pUJDkTCEsJkx8snD,0.647,0.8,7.0,-5.384,1.0,0.165,0.0647,0.0,0.334,0.942,160.078,4.0
0g4xPTe9fP1gPiXPMQKj7Z,0.624,0.651,0.0,-4.715,1.0,0.0372,0.279,0.0,0.0782,0.355,139.115,4.0
6pU7kdmhRvhc8twYRl14bD,0.721,0.763,5.0,-4.748,1.0,0.0382,0.00178,0.000238,0.0945,0.436,117.981,4.0
2fTdRdN73RgIgcUZN33dvt,0.737,0.867,11.0,-2.259,0.0,0.0458,0.0398,0.0,0.32,0.506,98.05,4.0
5X73AYzzEE5Di0JwcQKt9N,0.421,0.669,4.0,-4.724,1.0,0.127,0.151,0.0,0.635,0.326,175.788,4.0
3wJVBz7gvGTwTWVAxFa6ny,0.868,0.693,6.0,-7.052,0.0,0.181,0.0597,0.00399,0.106,0.396,114.999,4.0
5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,11.0,-5.862,0.0,0.0649,0.27,0.0,0.187,0.187,119.858,4.0
35mMXfym6C9VOTUVrcKKZp,0.722,0.812,9.0,-3.352,0.0,0.0924,0.0205,2.51e-05,0.131,0.657,124.909,4.0
09IStsImFySgyp0pIQdqAc,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,4.0
3frUvGrmGcay91lvFbOgsN,0.794,0.728,1.0,-6.759,1.0,0.114,0.121,8.82e-06,0.227,0.36,105.024,4.0
0bMbDctzMmTyK2j74j3nF3,0.67,0.668,3.0,-4.306,0.0,0.0422,0.536,0.0,0.133,0.608,88.033,4.0
3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4.0
3aQz0z86zrKjd1mcZlonxE,0.498,0.862,7.0,-6.02,0.0,0.0589,0.000313,0.00941,0.352,0.47,128.034,4.0
0pMUR7Uvp6vxlbG0qBFvgM,0.671,0.88,8.0,-6.149,0.0,0.0552,0.00181,0.691,0.285,0.782,136.953,4.0
5TmFTHZp7HjBXjjsFvCY6h,0.627,0.954,2.0,-4.804,1.0,0.0425,0.0015,0.000814,0.292,0.312,128.016,4.0
0JhKJg5ejeQ8jq89UQtnw8,0.62,0.881,1.0,-5.851,0.0,0.0372,0.0585,0.714,0.311,0.415,126.035,4.0
6MjljecHzHelUDismyKkba,0.624,0.976,8.0,-5.355,1.0,0.0494,0.004,1.18e-05,0.376,0.514,142.008,4.0
3u5N55tHf7hXATSQrjBh2q,0.704,0.861,2.0,-4.221,0.0,0.0493,0.587,0.0615,0.0992,0.636,128.99,4.0
1xNcBAoUw8Hz6LqK2jt4Ff,0.597,0.837,10.0,-6.518,1.0,0.375,0.00427,0.00115,0.839,0.447,126.342,4.0
7cR6SJQLubZTtIrAgteiec,0.523,0.888,6.0,-8.715,0.0,0.0359,0.00112,0.0692,0.46,0.534,144.021,4.0
3qLhHLgFCvq6YEzqZhCPEd,0.739,0.999,7.0,-5.077,1.0,0.0803,0.13,0.00224,0.28,0.501,139.982,4.0
2PTvik6EqPAIYOclAB3SU8,0.645,0.984,4.0,-7.051,1.0,0.0508,0.164,0.00701,0.164,0.553,144.954,4.0
6J7ZSdEEYo3ns4gnHdwRL0,0.515,0.837,11.0,-2.552,1.0,0.0401,0.0868,0.0,0.0403,0.52,126.026,4.0
2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,4.0
1UKdrdB8kt9N8SQ4nJNRnd,0.722,0.969,7.0,-5.511,1.0,0.0556,0.00617,1.78e-06,0.377,0.67,125.872,4.0
6qUSs4FDzZUdAhY6JDIJfa,0.675,0.602,11.0,-4.733,0.0,0.116,0.00377,0.0,0.0458,0.933,127.938,4.0
2T1Xemp92qxuUCAFBWfRrj,0.923,0.954,1.0,-4.575,1.0,0.208,0.00407,0.844,0.0493,0.282,128.03,4.0
5M2LFOy2TvzBVU5KCd6N8v,0.565,0.942,8.0,-6.821,1.0,0.0518,0.00107,0.000393,0.152,0.569,137.972,4.0
